Cement,Slag,FlyAsh,Water,SP,CoarseAgg,FineAgg,Age,Strength,WC_Ratio,Strength_Class
198.6,132.4,0.0,192.0,0.0,978.4,825.5,7,13.828197197833942,0.966767372,Low
475.0,0.0,0.0,228.0,0.0,932.0,594.0,365,41.93,0.48,Medium
198.6,132.4,0.0,192.0,0.0,978.4,825.5,3,9.118629094674093,0.966767372,Low
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180,50.95,0.75,High
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28,35.079410840693846,0.685714286,Medium
304.0,76.0,0.0,228.0,0.0,932.0,670.0,270,54.38,0.75,High
266.0,114.0,0.0,228.0,0.0,932.0,670.0,270,51.73,0.857142857,High
310.0,0.0,0.0,192.0,0.0,971.0,850.6,3,12.963555395419059,0.619354839,Low
190.0,190.0,0.0,228.0,0.0,932.0,670.0,270,50.66,1.2,High
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180,48.7,0.857142857,High
342.0,38.0,0.0,228.0,0.0,932.0,670.0,270,55.06,0.666666667,High
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360,44.7,1.375358166,Medium
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7,25.335238003586625,0.685714286,Low
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28,27.6995265940976,1.2,Medium
485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28,63.66729350043098,0.301030928,High
374.0,189.2,0.0,170.1,10.1,926.1,756.7,3,39.7330639673462,0.454812834,Medium
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3,37.10633275937778,0.560165975,Low
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,39.36411610689438,0.361176471,Medium
425.0,106.3,0.0,151.4,18.6,936.0,803.7,3,41.86002802590224,0.356235294,Medium
375.0,93.8,0.0,126.6,23.4,852.1,992.6,3,37.62358257603018,0.3376,Low
475.0,118.8,0.0,181.1,8.9,852.1,781.5,3,43.12739158789136,0.381263158,Medium
469.0,117.2,0.0,137.8,32.2,852.1,840.5,3,47.061525920662135,0.293816631,Medium
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,39.36411610689438,0.361176471,Medium
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3,32.019388376780455,0.406330417,Low
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3,43.51217826976669,0.266892528,Medium
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,39.36411610689438,0.361176471,Medium
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3,32.92806388657513,0.488393977,Low
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3,41.47014637167149,0.366849179,Medium
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,40.00534845479603,0.454771098,Medium
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3,38.582411859738784,0.5678097,Low
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3,37.59302562628382,0.405533597,Low
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,40.00534845479603,0.454771098,Medium
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3,35.89773682160958,0.505413902,Low
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,40.00534845479603,0.454771098,Medium
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3,42.3489514076818,0.423690205,Medium
389.9,189.0,0.0,145.9,22.0,944.7,755.8,3,46.368641428283176,0.374198512,Medium
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,40.00534845479603,0.454771098,Medium
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3,32.85314945449712,0.51760876,Low
374.0,189.2,0.0,170.1,10.1,926.1,756.7,7,45.134324914539285,0.454812834,High
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,7,42.858244061790714,0.560165975,Medium
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,44.935736665598704,0.361176471,High
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7,47.31195767462483,0.356235294,High
375.0,93.8,0.0,126.6,23.4,852.1,992.6,7,43.4185462686609,0.3376,Medium
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7,48.28190560758468,0.381263158,High
469.0,117.2,0.0,137.8,32.2,852.1,840.5,7,53.17749841475312,0.293816631,High
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,44.935736665598704,0.361176471,High
388.6,97.1,0.0,157.9,12.1,852.1,925.7,7,37.45700343361844,0.406330417,Medium
531.3,0.0,0.0,141.8,28.2,852.1,893.7,7,49.159419345605684,0.266892528,High
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,44.935736665598704,0.361176471,High
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7,38.70556934894881,0.488393977,Medium
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7,46.73641981557441,0.366849179,High
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,45.53968891589655,0.454771098,High
323.7,282.8,0.0,183.8,10.3,942.7,659.9,7,44.27963293523922,0.5678097,High
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7,42.980967960305335,0.405533597,High
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,45.53968891589655,0.454771098,High
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7,41.62367072109702,0.505413902,Medium
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,45.53968891589655,0.454771098,High
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7,47.59706422529249,0.423690205,High
389.9,189.0,0.0,145.9,22.0,944.7,755.8,7,52.24063287390938,0.374198512,High
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,45.53968891589655,0.454771098,Low
337.9,189.0,0.0,174.9,9.5,944.7,755.8,7,38.309703842508995,0.51760876,Medium
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28,58.82708294897603,0.454812834,High
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28,58.583135317853746,0.560165975,High
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,59.01447459085881,0.361176471,High
425.0,106.3,0.0,151.4,18.6,936.0,803.7,28,60.68560331878181,0.356235294,High
375.0,93.8,0.0,126.6,23.4,852.1,992.6,28,58.12702057270995,0.3376,High
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28,60.763293889137515,0.381263158,High
469.0,117.2,0.0,137.8,32.2,852.1,840.5,28,68.97658741017887,0.293816631,High
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,59.01447459085881,0.361176471,High
388.6,97.1,0.0,157.9,12.1,852.1,925.7,28,51.15837721514934,0.406330417,High
531.3,0.0,0.0,141.8,28.2,852.1,893.7,28,62.8546695992521,0.266892528,High
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,59.01447459085881,0.361176471,High
318.8,212.5,0.0,155.7,14.3,852.1,880.4,28,53.97117545007315,0.488393977,High
401.8,94.7,0.0,147.4,11.4,946.8,852.1,28,59.63755913031415,0.366849179,High
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,59.8316849287917,0.454771098,High
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28,59.520769079607916,0.5678097,High
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28,56.36351353160159,0.405533597,High
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,59.8316849287917,0.454771098,High
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28,56.945293520701,0.505413902,High
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,59.8316849287917,0.454771098,High
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28,60.42950596827778,0.423690205,High
389.9,189.0,0.0,145.9,22.0,944.7,755.8,28,67.52805192063803,0.374198512,High
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,59.8316849287917,0.454771098,High
337.9,189.0,0.0,174.9,9.5,944.7,755.8,28,52.373022403793584,0.51760876,High
374.0,189.2,0.0,170.1,10.1,926.1,756.7,56,67.99336777625253,0.454812834,High
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56,70.95865155158052,0.560165975,High
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,67.36675964606347,0.361176471,High
425.0,106.3,0.0,151.4,18.6,936.0,803.7,56,67.89728064443229,0.356235294,High
375.0,93.8,0.0,126.6,23.4,852.1,992.6,56,65.90040499267215,0.3376,High
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56,68.53408048536066,0.381263158,High
469.0,117.2,0.0,137.8,32.2,852.1,840.5,56,76.65001828302096,0.293816631,High
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,67.36675964606347,0.361176471,High
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56,59.85989016072627,0.406330417,High
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56,68.65598274409928,0.266892528,High
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,67.36675964606347,0.361176471,High
318.8,212.5,0.0,155.7,14.3,852.1,880.4,56,64.1829005935499,0.488393977,High
401.8,94.7,0.0,147.4,11.4,946.8,852.1,56,67.531617117333,0.366849179,High
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,69.5371220653667,0.454771098,High
323.7,282.8,0.0,183.8,10.3,942.7,659.9,56,70.73741746243499,0.5678097,High
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56,64.48824778219122,0.405533597,High
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,69.5371220653667,0.454771098,High
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56,68.08566458791147,0.505413902,High
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,69.5371220653667,0.454771098,High
439.0,177.0,0.0,186.0,11.1,884.9,707.9,56,68.30160020994103,0.423690205,High
389.9,189.0,0.0,145.9,22.0,944.7,755.8,56,76.52952389994262,0.374198512,High
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,69.5371220653667,0.454771098,High
337.9,189.0,0.0,174.9,9.5,944.7,755.8,56,62.24316183662561,0.51760876,High
374.0,189.2,0.0,170.1,10.1,926.1,756.7,91,64.9,0.454812834,High
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91,66.6,0.560165975,High
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2,0.361176471,High
425.0,106.3,0.0,151.4,18.6,936.0,803.7,91,66.7,0.356235294,High
375.0,93.8,0.0,126.6,23.4,852.1,992.6,91,62.5,0.3376,High
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91,74.19,0.381263158,High
469.0,117.2,0.0,137.8,32.2,852.1,840.5,91,70.7,0.293816631,High
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2,0.361176471,High
388.6,97.1,0.0,157.9,12.1,852.1,925.7,91,57.6,0.406330417,High
531.3,0.0,0.0,141.8,28.2,852.1,893.7,91,59.2,0.266892528,High
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,65.2,0.361176471,High
318.8,212.5,0.0,155.7,14.3,852.1,880.4,91,68.1,0.488393977,High
401.8,94.7,0.0,147.4,11.4,946.8,852.1,91,75.5,0.366849179,High
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3,0.454771098,High
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91,56.5,0.405533597,High
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3,0.454771098,High
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91,76.8,0.505413902,High
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3,0.454771098,High
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91,73.3,0.423690205,High
389.9,189.0,0.0,145.9,22.0,944.7,755.8,91,82.6,0.374198512,High
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3,0.454771098,High
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91,67.8,0.51760876,High
222.4,0.0,96.7,189.3,4.5,967.1,870.3,3,9.891825512940427,0.851169065,Low
222.4,0.0,96.7,189.3,4.5,967.1,870.3,14,19.699990797822224,0.851169065,Low
222.4,0.0,96.7,189.3,4.5,967.1,870.3,28,26.03791999982692,0.851169065,Low
222.4,0.0,96.7,189.3,4.5,967.1,870.3,56,33.341220065507684,0.851169065,Low
222.4,0.0,96.7,189.3,4.5,967.1,870.3,100,40.71,0.851169065,Medium
233.8,0.0,94.6,197.9,4.6,947.0,852.2,3,9.06753492165789,0.846449957,Low
233.8,0.0,94.6,197.9,4.6,947.0,852.2,14,18.791269735477027,0.846449957,Low
233.8,0.0,94.6,197.9,4.6,947.0,852.2,28,25.026574252909498,0.846449957,Low
233.8,0.0,94.6,197.9,4.6,947.0,852.2,56,32.140866589298355,0.846449957,Low
233.8,0.0,94.6,197.9,4.6,947.0,852.2,100,34.56,0.846449957,Medium
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,3,11.631009248685748,0.850539291,Low
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,14,21.99994662471783,0.850539291,Low
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,28,28.889706014162442,0.850539291,Low
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,56,36.75275826101558,0.850539291,Medium
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,100,37.34,0.850539291,Medium
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,3,12.640916858015173,0.850026219,Low
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,14,22.955288074202855,0.850026219,Low
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,28,29.782739912144287,0.850026219,Low
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,56,37.54517407969273,0.850026219,Medium
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,100,40.57,0.850026219,Medium
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,3,9.727461134645269,0.850070721,Low
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,14,19.67476401541902,0.850070721,Low
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,28,26.149447894123348,0.850070721,Low
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,56,33.590758208345946,0.850070721,Medium
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,100,39.61,0.850070721,Medium
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,3,9.88137235035761,0.85,Low
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,14,19.569056829603955,0.85,Low
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,28,25.77815708883292,0.85,Low
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,56,32.90615566229948,0.85,Medium
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,100,35.34,0.85,Medium
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,3,12.37429155550207,0.850761955,Low
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,14,23.031778831589083,0.850761955,Low
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,28,30.19791998186934,0.850761955,Low
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,56,38.30843016512861,0.850761955,Medium
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,100,40.39,0.850761955,Medium
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,3,7.862656709799834,1.062612884,Low
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,14,17.550384581227576,1.062612884,Low
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,28,23.72426189285904,1.062612884,Low
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,56,30.663284759629093,1.062612884,Low
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,100,33.54,1.062612884,Medium
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,3,15.174020056619858,0.725,Low
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,14,26.018871553326072,0.725,Low
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,28,33.51317409224197,0.725,Low
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,56,42.58139485453891,0.725,Medium
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,100,39.23,0.725,Medium
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,3,14.358104574854718,0.85025737,Low
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,14,25.104508733814313,0.85025737,Low
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,28,32.59632179533419,0.85025737,Medium
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56,42.07219793084681,0.85025737,High
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100,53.9,0.85025737,High
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,3,14.774497073348748,0.849859682,Low
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,14,25.50067599052806,0.849859682,Low
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,28,32.97606554352305,0.849859682,Medium
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56,42.45039826146269,0.849859682,High
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,100,49.97,0.849859682,High
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,3,9.33237734713205,0.849804092,Low
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,14,19.229202231437256,0.849804092,Low
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,28,25.63427871818812,0.849804092,Low
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,56,32.918356703161336,0.849804092,Medium
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,100,40.86,0.849804092,Medium
238.1,0.0,94.1,186.7,7.0,949.9,847.0,3,11.895517801579876,0.784124318,Low
238.1,0.0,94.1,186.7,7.0,949.9,847.0,14,22.33161472601379,0.784124318,Low
238.1,0.0,94.1,186.7,7.0,949.9,847.0,28,29.351084357610617,0.784124318,Low
238.1,0.0,94.1,186.7,7.0,949.9,847.0,56,37.622183833515344,0.784124318,Medium
238.1,0.0,94.1,186.7,7.0,949.9,847.0,100,44.3,0.784124318,Medium
250.0,0.0,95.7,187.4,5.5,956.9,861.2,3,11.99114375829313,0.7496,Low
250.0,0.0,95.7,187.4,5.5,956.9,861.2,14,22.14304305422897,0.7496,Low
250.0,0.0,95.7,187.4,5.5,956.9,861.2,28,28.855244155695406,0.7496,Low
250.0,0.0,95.7,187.4,5.5,956.9,861.2,56,36.694717863057846,0.7496,Medium
250.0,0.0,95.7,187.4,5.5,956.9,861.2,100,42.35,0.7496,Medium
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,3,14.689167641900985,0.749647059,Low
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,14,25.300095554384406,0.749647059,Low
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,28,32.42342805274053,0.749647059,Medium
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,56,40.50359616375135,0.749647059,Medium
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,100,42.92,0.749647059,Medium
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,3,14.059174005493306,0.749764817,Low
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,14,24.936838008159985,0.749764817,Low
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,28,32.319101174750934,0.749764817,Medium
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,56,40.646471756660375,0.749764817,Medium
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,100,47.74,0.749764817,High
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,3,16.099163285473693,0.75,Low
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,14,26.481283152569848,0.75,Medium
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28,33.378646813187935,0.75,Medium
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,56,41.22608219607508,0.75,Medium
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,100,47.82,0.75,High
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,3,14.717494189720119,0.75064711,Low
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,14,25.02380474196928,0.75064711,Low
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,28,31.88861432746549,0.75064711,Medium
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,56,39.88574841483376,0.75064711,Medium
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,100,45.84,0.75064711,Medium
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,3,14.204522539505396,0.749801114,Low
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,14,24.32796470047915,0.749801114,Low
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,28,31.014377971592808,0.749801114,Low
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,56,38.83732153772085,0.749801114,Medium
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,100,43.58,0.749801114,Medium
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,3,14.241983185920956,0.749801114,Low
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,14,24.434934316678493,0.749801114,Low
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,28,31.181546014038794,0.749801114,Medium
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,56,39.02990786172201,0.749801114,Medium
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,100,44.21,0.749801114,Medium
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,3,10.922238625957919,0.934950386,Low
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,14,21.582143153512636,0.934950386,Low
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,28,28.82178259755033,0.934950386,Low
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,56,37.31591493540307,0.934950386,Medium
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,100,45.37,0.934950386,Medium
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,3,13.410573207890623,0.935164835,Low
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,14,24.143118348166784,0.935164835,Low
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,28,31.4734238478838,0.935164835,Medium
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56,40.142878777994994,0.935164835,Medium
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,100,48.67,0.935164835,High
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3,14.197177771450148,0.937240971,Low
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,14,25.46635735691674,0.937240971,Low
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28,33.35007648616562,0.937240971,Low
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,56,42.6909871423043,0.937240971,Medium
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100,48.15,0.937240971,High
290.4,0.0,96.2,168.1,9.4,961.2,865.0,3,20.668030311713395,0.578856749,Low
290.4,0.0,96.2,168.1,9.4,961.2,865.0,14,31.47482723786392,0.578856749,Medium
290.4,0.0,96.2,168.1,9.4,961.2,865.0,28,38.79311764818828,0.578856749,Medium
